,ann_return,ann_vol,sharpe,sortino,max_drawdown,calmar,n_obs
regime_strategy,0.06493429432984893,0.08187284950875759,0.7931114492711431,1.0326372665622874,-0.17942963712849813,0.3618928030453875,3864.0
